,quote,category
25185,accomplish great thing must dream well act,inspiration
25186,life worth think worth write,inspiration
25187,bet anyth time nicki vinni toni beat shit todd kyle tucker,humor
25188,sure said hug laptop bag closer could go wrong michael eye flash meet rearview mirror besid everyth mean said,humor
25189,mari littl lamb fleec electrostat everywher mari went light becam errat,humor
25190,dream season chang old person alway older old person alway younger ye discov fountain youth sinc old friend go let swig suggest retail price,humor
25191,turn rock want see pale creatur live,inspiration
25192,happi movi ad cloth store doctor eye walk street tell someth wrong cannot happi poor darl babi believ,happiness
25193,love sacrific fall short someon expect definit love made better good enough redefin perfect includ trait instead exclud us want realli know count someon els life would rich without us,truth
25194,peopl chang chang much reliabl happier,happiness
25195,chronic anxieti state undesir tri almost maneuv elimin modern man live anxiou anticip destruct anxieti easili elimin self destruct german say put better end terror terror without end,death
25196,everi poem remind reader go die,death
25198,perfect charact live day last without frenzi without apathi without pretenc,death
25199,grace pick lift wing high fli grace alway conquer grace everyth anger sad joy kind unkind retain grace,inspiration
25200,purpos poetri remind ushow difficult remain one person hous open key door invis guest come,poetry
25201,may person left believ enough take one star pierc univers dark never give,inspiration
25203,women writer make reward effici lover clever liar father husband yet never hold tongu long keep ardent type finger still,relationship
25205,scare sometim time fli noth chang,romance
25206,close plenti time see later rememb lead courtyard take opportun admir backsid callipygian someth better notr dame,romance
25207,exist seri footnot vast obscur unfinish masterpiec,writing
25208,religi person although believ,religion
25209,self observ first step inner unfold,religion
25210,inspir alway surpris visitor,inspiration
25211,imagin need moodl long ineffici happi idl dawdl putter,writing
25212,huh anoth queen puck muse evil grin cross face mayb drop introduc ice boy whole hey neighborhood wonder plan take nevernev fruit basket,funny
25213,move like water grace soft love everi part want stick foot trip see stumbl,funny
25214,common sens spite result educ,education
25215,two infin confus one soul devour one around crush,soul
25216,,books
25217,book smell dusti old also carri sweet tang hint someth invit open first page start read pronounc word rever whisper,books
25218,peopl talk book escap tube one feel like lifelin motion train make head rattl eye lock word way figur skater might choos focal point spin like ground,books
25219,book toler friend,books
25220,opportun knock build door,inspiration
25221,look anyon achiev great success wealth peopl like warren buffett oprah winfrey lanc armstrong focus intens order win,success
25222,lot peopl want ride limo want someon take bu limo break,friendship
25225,lot us grow grow liter interpret get children bear scar life whether scar beauti scar ugli pretti much eye behold,life
25228,think show complet dramat lie peopl use humor cope deal thing darkest situat humor show true real life,humor
25229,artist concern shoot kind perfect term anyon els,arts
25230,rather let us simpl less vain,life
25231,pain byproduct life truth life sometim suck true everyon face pain suck ever get thing either laughter joy love pain pass thing worth fight worth die,life
25232,rule life bother ask someon advic bother listen,life
25234,bought faucet water includ like buy love dirti use soap includ,love
25236,longer live weight carri heart,life
25237,intellig person know life beauti thing purpos life happi said father watch three beauti seem idiot ever happi explain,life
25239,would creat someth must someth,life
25240,natur human trait destroy frighten us,life
25242,may abl rememb name rememb address time leav morn name rob,humor
25243,write write without think result term result think write term discoveri say creation must take place pen paper thought afterward recast come let come,inspiration
25245,wise learn everyon power govern passion rich content nobodi,philosophy
25247,young peopl regardless sexual orient ident deserv safe support environ achiev full potenti,inspiration
25248,fireheart mew place judg greystrip look fireheart went greystrip whatev decid alway friend,inspiration
25250,life difficult everyon stress need someon live lean never think cannot talk someon problem friend love one would better without problem soon find need much need,inspiration
25251,run never like fast food,humor
25252,food good pass cours convers devolv fragment celebr delici want dragon carrot risotto becom person take la vega marri,humor
25253,cricket instanc suddenli decid go school batter lot peopl death cricket bat could easili mean go ban cricket bat,humor
25254,oh goodi puck said step forward go rash uncomfort place,humor
25255,say girlfriend absurd one wrong side thirti girlfriend suppos ought realiz omin forti thousand year human languag fail produc word relationship,humor
25256,solv secret happi believ saidar go tell ye readi readi satisfi great love receiv god given look eye sigh deepli,inspiration
